curry,influences,non strict
maps.me,isA,Tool/Framework
automation studio,isA,Tool/Framework
urpmi,uses,perl
chasys draw ies,isA,Tool/Framework
winscp,uses,c++
google earth,uses,c++
chemistry development kit,uses,java
pcap,uses,c
dom4j,isA,Tool/Framework
whatpulse,uses,c++
toybox,uses,c
ttm,influences,general purpose macro processor
vaadin,isA,Tool/Framework
freemarker,isA,Tool/Framework
asprise ocr,uses,c
pict,influences,concurrent computing
eclipse modeling framework,uses,java
gollum,isA,Tool/Framework
lightdm,isA,Tool/Framework
mobilenotifier,isA,Tool/Framework
jrockit,isA,Tool/Framework
libsbml,isA,Tool/Framework
webkit,uses,c++
vcv rack,uses,c++
distributed codec engine,uses,c
ascend,uses,c
miarmy,uses,c++
jam.py,uses,python
gdcm,isA,Tool/Framework
spacex dragon,uses,c++
id tech 5,uses,c++
xhp,uses,php
webfetch,uses,perl
mocha,uses,javascript
mootools,uses,javascript
eureka streams,isA,Tool/Framework
ti dnos,isA,Tool/Framework
cdex,uses,python
tao exdos,isA,Tool/Framework
mcstas,isA,Tool/Framework
wikibhasha,uses,php
gnome applications,isA,Tool/Framework
orbx.js,uses,javascript
netscape navigator 9,isA,Tool/Framework
mariadb,uses,perl
opa,influences,programming paradigm
bleachbit,isA,Tool/Framework
eff,influences,programming paradigm
f script,isA,Programming Language
bonnie++,isA,Tool/Framework
ow2 orchestra,uses,java
kdbg,isA,Tool/Framework
opensearch,isA,Tool/Framework
mwrank,uses,c++
kyoto common lisp,isA,Tool/Framework
kotlin,influences,programming paradigm
silk,uses,c++
bigtable,uses,java
presto,uses,java
steel,isA,Tool/Framework
obj,isA,Programming Language
mfem,uses,c++
graphcalc,isA,Tool/Framework
antennapod,uses,java
openalpr,uses,c++
ghostscript,isA,Tool/Framework
puremvc,uses,swift
unrealircd,isA,Tool/Framework
jed,isA,Tool/Framework
rufus,isA,Tool/Framework
youtube dl,uses,python
oop,isA,Programming Concept
gdal,isA,Tool/Framework
uclibc,uses,c
xz utils,isA,Tool/Framework
dollx8,uses,java
munki,uses,python
slack,uses,javascript
fooya,isA,Tool/Framework
apache brooklyn,uses,java
kde plasma 5,isA,Tool/Framework
openwga,isA,Tool/Framework
wintermute engine,isA,Tool/Framework
chakra,uses,c++
spark nlp,uses,scala
fresco,isA,Tool/Framework
headerdoc,uses,c
orbiter,isA,Tool/Framework
apache openejb,isA,Tool/Framework
vegas pro,uses,c sharp
simdis,isA,Tool/Framework
flwm,uses,c++
jfire,uses,java
typo3,uses,javascript
apache nifi,uses,java
cubrid,isA,Tool/Framework
apache kafka,uses,scala
newton game dynamics,uses,c++
charm,influences,structured programming
mixxx,isA,Tool/Framework
fityk,isA,Tool/Framework
smart common input method,isA,Tool/Framework
turing,influences,programming paradigm
graphical modeling framework,isA,Tool/Framework
oracle iplanet web server,isA,Tool/Framework
mynotex,isA,Tool/Framework
deep learning studio,isA,Tool/Framework
finch,uses,c
pdfcreator,uses,c sharp
milkytracker,uses,c++
montagejs,uses,css
hiri,isA,Tool/Framework
shark 3d,isA,Tool/Framework
devpartner,isA,Tool/Framework
gpac project on advanced content,uses,c
snowdrop,uses,c++
msquic,isA,Tool/Framework
icq,uses,swift
planner,influences,procedural programming
joelib,uses,java
bitpim,uses,python
moho,uses,lua
edusim,isA,Tool/Framework
direct web remoting,uses,javascript
orfeo toolbox,isA,Tool/Framework
imagemagick,uses,c
mattermost,uses,go
xl,isA,Programming Language
db,isA,Programming Concept
decipher,uses,c
horde3d,uses,c++
javaee,isA,Tool/Framework
cassandre software,uses,javascript
cl http,isA,Tool/Framework
typo3,isA,Tool/Framework
phpunit,uses,php
flake,isA,Tool/Framework
zmap,uses,c
tokamak,isA,Tool/Framework
monotorrent,uses,c sharp
zynewave podium,uses,c++
libarc,isA,Tool/Framework
stockfish,uses,c++
ingres,uses,c
google sheets,uses,javascript
ranger,uses,python
sakai,uses,java
jakarta xml web services,isA,Tool/Framework
jetpag,isA,Tool/Framework
tcl,influences,functional programming
dx10,uses,pascal
secure copy protocol,uses,c
apache couchdb,uses,c
process monitor,uses,c++
low orbit ion cannon,isA,Tool/Framework
torcs,isA,Tool/Framework
video4linux,uses,c
mybb,isA,Tool/Framework
maak,uses,haskell
plucker,uses,python
josso,isA,Tool/Framework
data analytics acceleration library,uses,java
apache ant,isA,Tool/Framework
source,isA,Programming Language
apache zookeeper,isA,Tool/Framework
festival speech synthesis system,isA,Tool/Framework
influxdb,isA,Tool/Framework
genenetwork,uses,html
nnn,isA,Tool/Framework
voldemort,uses,java
parser,influences,multiparadigm   macro
fdm,uses,c
samhain,isA,Tool/Framework
zinf,uses,c++
openvnet,isA,Tool/Framework
openconf,uses,php
binary ninja,uses,c++
z shell,uses,c
the sleuth kit,uses,c
bitpit,uses,c++
scalasca,isA,Tool/Framework
seashore,isA,Tool/Framework
facelets,isA,Tool/Framework
pbxnsip,isA,Tool/Framework
dsplayer,isA,Tool/Framework
insight segmentation and registration toolkit,uses,c++
naviserver,isA,Tool/Framework
peerguardian,uses,c++
threading building blocks,uses,c++
telehash,uses,javascript
gamebryo,isA,Tool/Framework
ntopng,uses,c++
element,isA,Tool/Framework
infinitegraph,uses,c++
mlab,isA,Tool/Framework
gnome mines,uses,vala
nuget,isA,Tool/Framework
elgg,uses,php
kino,uses,c++
joelib,isA,Tool/Framework
gigamesh software framework,isA,Tool/Framework
statmetrics,isA,Tool/Framework
commons daemon,uses,java
umbel,isA,Tool/Framework
openpilot,isA,Tool/Framework
eclipse grizzly,isA,Tool/Framework
polymake,isA,Tool/Framework
kwrite,isA,Tool/Framework
lint,isA,Tool/Framework
rhino,uses,java
lodash,uses,javascript
thousand parsec,uses,python
uclibc,isA,Tool/Framework
myrocks,isA,Tool/Framework
source filmmaker,uses,c++
ninja,uses,c++
kmldonkey,isA,Tool/Framework
multitran,isA,Tool/Framework
autoq3d community,uses,c++
biskit,uses,python
openj9,isA,Tool/Framework
perkeep,uses,go
makehuman,uses,python
ibm unica netinsight,uses,css
khangman,isA,Tool/Framework
sirannon,uses,c++
parsec,isA,Tool/Framework
tarsnap,isA,Tool/Framework
julia,influences,multiple dispatch
berkeley open infrastructure for network computing,uses,php
octoprint,isA,Tool/Framework
duracloud,isA,Tool/Framework
zfs,uses,c
kdenlive,uses,c++
gwrite,isA,Tool/Framework
puma.net,uses,c sharp
user mode linux,isA,Tool/Framework
climm,uses,c++
catboost,uses,r
qunit,isA,Tool/Framework
dataphor,uses,c sharp
international components for unicode,uses,c++
slowdroid,isA,Tool/Framework
terraamazon,uses,c++
csipsimple,uses,c
lzip,uses,c++
genopro,isA,Tool/Framework
partclone,isA,Tool/Framework
mir,uses,c++
nix package manager,isA,Tool/Framework
areca backup,uses,java
isabelle,isA,Tool/Framework
smart framework php,uses,php
erc,isA,Tool/Framework
openfl,isA,Tool/Framework
strongswan,isA,Tool/Framework
concierge osgi,isA,Tool/Framework
py2exe,uses,python
base one foundation component library,uses,c sharp
apache ofbiz,uses,java
openfx,isA,Tool/Framework
tidb,isA,Tool/Framework
punbb,uses,php
apache derby,isA,Tool/Framework
thymeleaf,isA,Tool/Framework
apache cxf,uses,java
upx,isA,Tool/Framework
coderity,uses,php
cocaine,isA,Tool/Framework
tidalcycles,isA,Tool/Framework
tinker,isA,Tool/Framework
sa c,isA,Programming Language
aiki framework,isA,Tool/Framework
gnu screen,isA,Tool/Framework
miktex,uses,c
cowsay,uses,perl
kid3,isA,Tool/Framework
midori,uses,c
gnumed,uses,python
mutt,isA,Tool/Framework
putty,isA,Tool/Framework
app inventor for android,uses,java
studierfenster,uses,c
opensocial,uses,c sharp
babel,uses,javascript
foundationdb,uses,c++
phosh,isA,Tool/Framework
tcsh,uses,c
budgie,isA,Tool/Framework
probis,uses,php
direct rendering infrastructure,uses,c
pythonanywhere,uses,python
gradle,uses,kotlin
apache ode,uses,java
apache celix,uses,c
diffpack,isA,Tool/Framework
security enhanced linux,isA,Tool/Framework
libpng,uses,c
redbeanphp,isA,Tool/Framework
nuitka,uses,python
slip,isA,Programming Language
yacas,isA,Tool/Framework
cu writer,isA,Tool/Framework
malware information sharing platform,isA,Tool/Framework
portage,uses,python
ipe,isA,Tool/Framework
omnet++,isA,Tool/Framework
bit,isA,Programming Concept
libredwg,uses,c
bvi,uses,c
keycloak,uses,java
jscheme,isA,Tool/Framework
enonic xp,isA,Tool/Framework
twisted,isA,Tool/Framework
ecryptfs,isA,Tool/Framework
testng,uses,java
forth,influences,procedural programming
j2k codec,isA,Tool/Framework
archivemount,uses,c
gamess,uses,c
adobe after effects,isA,Tool/Framework
versant object database,uses,java
areca backup,isA,Tool/Framework
rbbs pc,isA,Tool/Framework
tkrzw,isA,Tool/Framework
gem5,uses,python
instantbird,uses,css
biophp,isA,Tool/Framework
libstick,isA,Tool/Framework
elki,isA,Tool/Framework
imgburn,uses,c++
open source tripwire,uses,perl
amigaos 4,uses,perl
sudo,uses,c
hotjava,uses,java
peel,isA,Tool/Framework
english,isA,Programming Language
logical volume manager,isA,Tool/Framework
outline vpn,uses,java
intel array building blocks,uses,c++
ejabberd,isA,Tool/Framework
mariadb,uses,c
sugar,isA,Tool/Framework
mondo rescue,uses,c
userland technologies,isA,Tool/Framework
ckeditor,uses,javascript
beagle,isA,Tool/Framework
protein local optimization program,isA,Tool/Framework
xforms,isA,Tool/Framework
deadbeef,isA,Tool/Framework
lapis,uses,java
symbolicc++,isA,Tool/Framework
bouml,uses,c++
phorum,isA,Tool/Framework
projektron bcs,isA,Tool/Framework
java native access,uses,java
ibm websphere application server community edition,uses,java
synapse,uses,vala
anylogic,uses,java
is4c,uses,php
gift,uses,c
unetbootin,uses,c++
socket.io,isA,Tool/Framework
camunda,isA,Tool/Framework
apache axis2,uses,java
prado,isA,Tool/Framework
kde applications,uses,c++
kentico xperience,isA,Tool/Framework
visual composition language,isA,Programming Concept
calligra plan,uses,c++
list of flex frameworks,isA,Tool/Framework
geary,uses,vala
phpweblog,isA,Tool/Framework
adventure game studio,uses,c++
camstudio,uses,c++
ubiquity,uses,javascript
apache lenya,uses,java
google guice,isA,Tool/Framework
xynth,uses,c
halide,influences,functional programming
google chrome,uses,html
neo4j,isA,Tool/Framework
libvirt,isA,Tool/Framework
mediawiki,isA,Tool/Framework
flowable,uses,javascript
pegasus mail,uses,c++
unity,uses,c++
rainway,isA,Tool/Framework
wirecast,uses,c++
jenkins,isA,Tool/Framework
opencog,uses,c++
html5,isA,Programming Language
kugar,uses,c++
openrtm aist,uses,c++
brocade library services,isA,Tool/Framework
ajax animator,uses,php
pocketvnc,uses,c
apache arrow,uses,c sharp
bitpim,isA,Tool/Framework
back in time,isA,Tool/Framework
telehash,uses,go
rpm package manager,uses,c
survex,uses,c++
apache tomcat,isA,Tool/Framework
openafs,isA,Tool/Framework
metacity,isA,Tool/Framework
rox desktop,uses,python
davical,isA,Tool/Framework
globaleaks,uses,javascript
z3 theorem prover,isA,Tool/Framework
motion,isA,Tool/Framework
lxr cross referencer,isA,Tool/Framework
libjpeg,uses,c
google guava,uses,java
gorm,isA,Tool/Framework
gpops ii,uses,matlab
agda,influences,functional programming
lzip,uses,c
cygwin,uses,c
postfix,uses,c
db2 database,isA,Tool/Framework
kde frameworks,isA,Tool/Framework
lumina,isA,Tool/Framework
qvwm,isA,Tool/Framework
lmctfy,uses,c++
iw,uses,python
probis,uses,javascript
gson,uses,java
avogadro,isA,Tool/Framework
yahoo sherpa,uses,c++
frei0r,isA,Tool/Framework
eff,influences,functional programming
cygwin,isA,Tool/Framework
raku,influences,programming paradigm
visit,isA,Tool/Framework
yaml,uses,javascript
scribus,uses,c++
swift,influences,protocol
ac3filter,uses,c++
suricata,uses,rust
xad,isA,Tool/Framework
trip a tron,isA,Tool/Framework
python,influences,reflective
xoops,uses,php
suhosin,uses,c
gnu.free,isA,Tool/Framework
clipper,isA,Programming Language
panos,uses,lisp
claws mail,isA,Tool/Framework
fits liberator,uses,javascript
lttng,uses,c
rdf4j,isA,Tool/Framework
mongodb,uses,python
node.js,uses,c++
blackbox component builder,isA,Tool/Framework
abas erp,isA,Tool/Framework
orange,uses,c++
c3d toolkit,uses,c++
less,uses,c
selenium,uses,python
dplyr,isA,Tool/Framework
detekt,uses,python
pdf parser,uses,python
systemtap,isA,Tool/Framework
php,influences,reflective programming
genenetwork,isA,Tool/Framework
xlib,uses,c
ontowiki,isA,Tool/Framework
source 2,isA,Tool/Framework
apache trafodion,isA,Tool/Framework
thingspeak,isA,Tool/Framework
biojava,uses,java
d3.js,uses,javascript
infrarecorder,isA,Tool/Framework
openkm,isA,Tool/Framework
orbexpress,uses,java
c.a.r.,uses,java
bleachbit,uses,python
scribe,isA,Tool/Framework
gnu bison,uses,c
alien,uses,perl
panoweaver,isA,Tool/Framework
virtualdub,isA,Tool/Framework
kolab,isA,Tool/Framework
graph tool,uses,c++
librsvg,isA,Tool/Framework
hfst,isA,Tool/Framework
linux ha,uses,c
object oriented analysis ,isA,Programming Concept
fraunhofer fdk aac,uses,c++
ease,isA,Programming Language
key,isA,Tool/Framework
supercollider,uses,c++
concurrent computing,isA,Programming Concept
micro saint sharp,isA,Tool/Framework
ezmol,uses,perl
mary,influences,imperative programming
houdini,isA,Tool/Framework
rabbitmq,isA,Tool/Framework
zerynth,isA,Tool/Framework
asterisk,isA,Tool/Framework
emacspeak,isA,Tool/Framework
ibm systemt,isA,Tool/Framework
monitorix,isA,Tool/Framework
waarp,uses,java
openalpr,uses,c
kornshell,isA,Tool/Framework
gedit,uses,python
vim,isA,Tool/Framework
adobe coldfusion,uses,java
ganeti,uses,haskell
softether vpn,uses,c
spidermonkey,uses,c++
komodo edit,uses,perl
libstick,uses,html
gplates,isA,Tool/Framework
openvrml,isA,Tool/Framework
enigma,uses,python
paperpile,isA,Tool/Framework
efront,uses,php
dconf,isA,Tool/Framework
drizzle,uses,c++
collaborative computational project number 4,uses,tcl
qpdf,uses,c++
netbeans,isA,Tool/Framework
komodo ide,isA,Tool/Framework
mootools,isA,Tool/Framework
ruby,influences,object oriented programming
synaptic,uses,python
ply,uses,python
cd,isA,Programming Concept
jboss messaging,isA,Tool/Framework
openev,isA,Tool/Framework
eclipselink,isA,Tool/Framework
apache felix,isA,Tool/Framework
twrp,uses,c++
kohana,isA,Tool/Framework
framewave,isA,Tool/Framework
transbase,isA,Tool/Framework
mutt,uses,c
sdb,uses,c
rocksdb,isA,Tool/Framework
cubrid,uses,c++
papyrus,uses,java
showcase workshop,uses,python
esper,uses,java
asp.net core,uses,c sharp
gnustepweb,isA,Tool/Framework
fasttracker 2,uses,pascal
logicaldoc,isA,Tool/Framework
pycharm,isA,Tool/Framework
nu,influences,structured programming
tomopy,uses,python
k desktop environment 3,uses,c++
brave,uses,c++
harbour,influences,programming paradigm
steinberg cubase,uses,c++
scrollkeeper,isA,Tool/Framework
mx4j,isA,Tool/Framework
haiku depot,isA,Tool/Framework
verilog to routing,uses,c
os4000,uses,apl
climate data operators,isA,Tool/Framework
slapt get,uses,c
jqwidgets,isA,Tool/Framework
play framework,uses,scala
aperture,isA,Tool/Framework
mono,uses,c
media lovin' toolkit,uses,c
openbroadcaster,uses,php
haskell,influences,purely functional programming
pi hole,isA,Tool/Framework
localwiki,uses,python
sublime text,isA,Tool/Framework
anacron,uses,c
firemath,uses,javascript
phyre,uses,c++
percona server for mysql,isA,Tool/Framework
pcman file manager,isA,Tool/Framework
drawplus,uses,python
synkron,isA,Tool/Framework
texinfo,uses,c
gold box,uses,c++
kitura,isA,Tool/Framework
edtftpj,uses,java
gnu bison,isA,Tool/Framework
haiku packageinstaller,uses,c
gnome subtitles,isA,Tool/Framework
majordomo,uses,perl
stellar,uses,java
plus,influences,imperative programming
activex,uses,c
alljoyn,uses,java
opencaster,uses,python
coreavc,uses,c++
bluefish,uses,c
hibernate,isA,Tool/Framework
openev,uses,python
prince,uses,rust
lodash,isA,Tool/Framework
ophcrack,uses,c
w3m,uses,c
psake,isA,Tool/Framework
stellarium,isA,Tool/Framework
opendronemap,uses,c++
windows ui library,uses,c sharp
tapestry,isA,Tool/Framework
cliqz,uses,c++
ne,isA,Tool/Framework
playonlinux,uses,python
spring jpa,isA,Tool/Framework
mirai,uses,go
alljoyn,uses,c
sinespace,isA,Tool/Framework
flightpath,uses,php
parasail,influences,concurrent computing
pdf.js,uses,css
away3d,isA,Tool/Framework
frei0r,uses,c
xmove,uses,c
sajax,uses,io
hornetq,uses,java
polymake,uses,perl
lisica,isA,Tool/Framework
encapsulation,isA,Programming Concept
iptables,uses,c
guetzli,uses,c++
conductor,uses,go
scite,isA,Tool/Framework
lspci,isA,Tool/Framework
freespace 2 source code project,uses,c++
metaprogramming,isA,Programming Concept
simple api for grid applications,uses,python
cloudcompare,uses,c++
philip's music writer,uses,c
flwm,isA,Tool/Framework
zerobrane studio,uses,lua
ikvm.net,uses,java
plan 9 from user space,isA,Tool/Framework
bolt,isA,Tool/Framework
octadist,isA,Tool/Framework
intrinsic noise analyzer,uses,c++
salamweb,isA,Tool/Framework
icechat,uses,c sharp
interactive ruby shell,isA,Tool/Framework
mysql workbench,uses,c++
ldap admin,uses,delphi
apache cordova,uses,css
vorbis,isA,Tool/Framework
elvis,uses,c
crosswalk project,uses,css
xbmc4xbox,isA,Tool/Framework
claroline,uses,php
cpython,uses,c
cockroachdb,uses,go
waterfox,isA,Tool/Framework
winbuilder,isA,Tool/Framework
scons,uses,python
robomind,uses,java
octopussy,uses,perl
concatenative programming language,isA,Programming Concept
arachnophilia,isA,Tool/Framework
pngcrush,isA,Tool/Framework
ruby,influences,programming paradigm
tetgen,uses,c++
kivy,isA,Tool/Framework
renjin,isA,Tool/Framework
avro keyboard,uses,java
polyworld,uses,python
sox,isA,Tool/Framework
internet low bitrate codec,isA,Tool/Framework
aristotle metadata registry,uses,python
agilo for trac,uses,python
telehash,uses,ruby
alice,isA,Programming Language
windowlab,isA,Tool/Framework
buildamation,isA,Tool/Framework
wipersoft,isA,Tool/Framework
micro saint sharp,uses,c sharp
arden2bytecode,uses,java
powerbuilder,uses,c sharp
opensta,uses,c++
startup disk creator,isA,Tool/Framework
charon,uses,limbo
torque,uses,c
pophealth,isA,Tool/Framework
box backup,isA,Tool/Framework
euler,isA,Programming Language
autoq3d community,isA,Tool/Framework
ajax,isA,Tool/Framework
apache harmony,isA,Tool/Framework
reprise license manager,isA,Tool/Framework
oxygen project,isA,Tool/Framework
rkward,uses,c++
gnuplot,uses,c
apache myfaces trinidad,isA,Tool/Framework
plasm,uses,c++
citra,uses,c++
conky,isA,Tool/Framework
tenés empanadas graciela,isA,Tool/Framework
mimedefang,uses,c
xorp,isA,Tool/Framework
pipeline,isA,Programming Concept
clr profiler,uses,c++
resin,isA,Tool/Framework
hrs computing,isA,Tool/Framework
drgeo,isA,Tool/Framework
testing,isA,Programming Concept
algol 68rs,isA,Tool/Framework
snapeditor,isA,Tool/Framework
fvwm crystal,isA,Tool/Framework
leveldb,isA,Tool/Framework
apache stanbol,isA,Tool/Framework
xpages,isA,Tool/Framework
phpmailer,uses,php
vraptor,isA,Tool/Framework
ipython,uses,css
cambridge algebra system,isA,Tool/Framework
minetest,uses,c++
thingspeak,uses,ruby
makehuman,isA,Tool/Framework
task management,isA,Programming Concept
apache impala,isA,Tool/Framework
oidentd,isA,Tool/Framework
aptana,isA,Tool/Framework
perltidy,isA,Tool/Framework
samba,isA,Tool/Framework
open live writer,uses,c sharp
baron,uses,c++
genealone,uses,php
knockout,isA,Tool/Framework
pintos,isA,Tool/Framework
stdu explorer,isA,Tool/Framework
phpdocumentor,isA,Tool/Framework
jenkins,uses,java
meteor,isA,Tool/Framework
element,uses,kotlin
priest,uses,java
20 sim,uses,c
lisica,uses,python
network security services,uses,c
gecko,isA,Tool/Framework
xenforo,uses,php
microsoft comic chat,uses,c++
pretty diff,isA,Tool/Framework
stack,isA,Programming Concept
sap erp,isA,Tool/Framework
cinnamon,uses,javascript
niutrans,uses,c++
shell script,isA,Programming Concept
verilog to routing,isA,Tool/Framework
stylecop,uses,c sharp
tre,isA,Tool/Framework
jython,uses,java
perl,influences,object oriented
modsecurity,uses,c++
smartos,uses,c
lmms,uses,c++
quod libet,uses,python
microsoft songsmith,isA,Tool/Framework
node.js,isA,Tool/Framework
tigervnc,isA,Tool/Framework
sqlbuddy,isA,Tool/Framework
alien blue,isA,Tool/Framework
solarized,uses,html
reason,isA,Programming Language
managed extensibility framework,isA,Tool/Framework
montagejs,uses,javascript
powerdevs,isA,Tool/Framework
adacontrol,uses,ada
mlpack,uses,python
spread toolkit,isA,Tool/Framework
blockly,isA,Tool/Framework
eureka streams,uses,java
unit testing,isA,Programming Concept
ultravnc,uses,c
iaik jce,isA,Tool/Framework
systemtap,uses,c++
fedora media writer,isA,Tool/Framework
lives,isA,Tool/Framework
gdal,uses,c++
aarogya setu,uses,kotlin
icon,influences,text oriented
gadm,isA,Tool/Framework
nintendo switch system software,uses,c++
rozofs,isA,Tool/Framework
qore,influences,shared memory
lilypond,uses,scheme
pups p3,uses,c
griffon,isA,Tool/Framework
h2,isA,Tool/Framework
cmake,uses,c
rdiff backup,uses,python
alljoyn,uses,javascript
after dark,uses,c
ayttm,uses,c++
liblzg,uses,javascript
distcc,isA,Tool/Framework
truecrypt,uses,c
ur,isA,Programming Language
bcfg2,uses,python
chntpw,uses,c
punbb,isA,Tool/Framework
google apps script,uses,javascript
transmission,uses,c
stdu viewer,uses,c++
suhosin,isA,Tool/Framework
libt2n,isA,Tool/Framework
simple and fast multimedia library,uses,c++
amaya,uses,c
boot,isA,Tool/Framework
javascriptmvc,uses,javascript
yacy,isA,Tool/Framework
swig,isA,Tool/Framework
featool multiphysics,isA,Tool/Framework
maps.me,uses,java
palisade,uses,c++
octane render,isA,Tool/Framework
xdm,uses,c
bitlbee,uses,c
potrace,uses,c
packet tracer,isA,Tool/Framework
stellar,uses,ruby
wolfram mathematica,uses,java
google app runtime for chrome,uses,c
zopfli,isA,Tool/Framework
ball,uses,c++
flexnet publisher,uses,c++
openrasta,isA,Tool/Framework
strongswan,uses,c
eclipse grizzly,uses,java
android studio,uses,c++
cytoscape,isA,Tool/Framework
prototype based programming,isA,Programming Concept
google docs,isA,Tool/Framework
adamsoft,isA,Tool/Framework
commons daemon,isA,Tool/Framework
tomp2p,uses,java
sweet home 3d,isA,Tool/Framework
wix,uses,c++
rohr2,uses,c sharp
logic programming,isA,Programming Concept
voldemort,isA,Tool/Framework
erable,uses,rpl
embedded wizard,uses,c++
connman,isA,Tool/Framework
numina application framework,isA,Tool/Framework
dnsmasq,uses,c
file system visualizer,isA,Tool/Framework
python imaging library,isA,Tool/Framework
flood modeller,uses,c sharp
jira,uses,java
openmw,isA,Tool/Framework
dropbear,isA,Tool/Framework
starcounter,uses,c++
mtpaint,uses,c
synergy,uses,c++
wildmidi,isA,Tool/Framework
ruby on rails,isA,Tool/Framework
uncomplicated firewall,uses,python
clip studio paint,uses,python
hippodraw,uses,c++
apache beam,isA,Tool/Framework
icecast,uses,c
internet speech audio codec,uses,c
shazam,isA,Tool/Framework
phpweblog,uses,php
httrack,uses,c
oracle nosql database,uses,java
apache avro,uses,java
getsimple cms,isA,Tool/Framework
neuroph,uses,java
cppunit,uses,c++
kolibrios,uses,c
brain fuck scheduler,uses,c
latencytop,isA,Tool/Framework
pry,uses,ruby
dolphin,uses,c++
c sharp,influences,reflective programming
marmalade,uses,c++
anki,isA,Tool/Framework
webrtc,isA,Tool/Framework
project64,isA,Tool/Framework
kolab,uses,php
jmodelica.org,uses,c++
nginx,uses,c
starling framework,isA,Tool/Framework
7 zip,uses,c++
jdownloader,isA,Tool/Framework
qeep,uses,java
parsec,uses,haskell
zmap,isA,Tool/Framework
earth clock,uses,python
ncdu,isA,Tool/Framework
pluma,uses,python
p.i.p.s.,uses,c++
basex,isA,Tool/Framework
iotivity,uses,c
ognl,isA,Tool/Framework
notepad++,isA,Tool/Framework
livestorm,uses,javascript
haiku applications,isA,Tool/Framework
fotografix,uses,c sharp
clam,uses,c++
taskjuggler,isA,Tool/Framework
humhub,uses,php
groupserver,uses,c
flyway,isA,Tool/Framework
uzbl,isA,Tool/Framework
openbazaar,uses,javascript
tortoisecvs,isA,Tool/Framework
oxygen project,uses,c++
scripting layer for android,uses,c
cocoapods,uses,ruby
interactive disassembler,uses,c++
capella,isA,Tool/Framework
xcat,uses,perl
fusebox,uses,php
synnefo,isA,Tool/Framework
microservice,isA,Programming Concept
chisel,isA,Programming Language
winmostar,uses,delphi
simgrid,uses,java
.net bio,isA,Tool/Framework
fbreader,isA,Tool/Framework
komodo edit,uses,tcl
qfusion,uses,c
versant object database,uses,c
sbase,isA,Tool/Framework
eww,isA,Tool/Framework
psycle,uses,c++
raylib,isA,Tool/Framework
hmmer,uses,c
apparmor,isA,Tool/Framework
fle3,uses,python
parallel computing,isA,Programming Concept
irssi,uses,c
formengine,isA,Tool/Framework
kvirc,isA,Tool/Framework
entity framework,isA,Tool/Framework
graphics32,uses,delphi
graphical network simulator 3,uses,python
mycore,isA,Tool/Framework
lector,uses,python
apache ojb,uses,java
palm os,uses,c++
ripple,uses,c++
conversations,uses,java
cybil,isA,Programming Language
tkwww,isA,Tool/Framework
exelearning,isA,Tool/Framework
retro engine,isA,Tool/Framework
planeshift,isA,Tool/Framework
mutter,uses,c
jsmath,isA,Tool/Framework
rpl,influences,structured
astropy,uses,c
facelets,uses,java
redshift,uses,python
turbocash,isA,Tool/Framework
rex,uses,perl
one sided message passing,isA,Programming Concept
colloquy,isA,Tool/Framework
fugitive.vim,isA,Tool/Framework
glib,uses,c
panos,uses,c
aolserver,isA,Tool/Framework
heidisql,isA,Tool/Framework
etherpad,uses,javascript
recoll,isA,Tool/Framework
network security toolkit,uses,html
yii,isA,Tool/Framework
muse,isA,Tool/Framework
gem5,isA,Tool/Framework
frontis archive publishing system,uses,php
branches,isA,Programming Concept
foremost,uses,c
tcl,influences,programming paradigm
feed viewer,uses,c sharp
risc ix,uses,c
apertusvr,uses,c++
red,isA,Programming Language
firefox 3.5,isA,Tool/Framework
parallel virtual file system,uses,c
apache spamassassin,isA,Tool/Framework
curl,isA,Programming Language
graphlab,uses,c++
ggplot2,uses,r
installer.app,isA,Tool/Framework
afterstep,uses,c
realsoft 3d,uses,c
enblend,isA,Tool/Framework
peazip,isA,Tool/Framework
tinc,isA,Tool/Framework
google plugin for eclipse,isA,Tool/Framework
n2n,isA,Tool/Framework
primefaces,uses,java
galaxy,uses,javascript
jquery ui,uses,javascript
owl scientific computing,uses,c
apache openoffice,uses,java
compiz,isA,Tool/Framework
faststone image viewer,uses,delphi
digital scrapbook artist,uses,c++
dos 11,isA,Tool/Framework
python paste,isA,Tool/Framework
apache chemistry,uses,java
ctwm,isA,Tool/Framework
rmetrics,uses,c++
blender game engine,uses,c
gnome fractal,uses,rust
gparted,uses,c
hugo,isA,Tool/Framework
network security toolkit,isA,Tool/Framework
contrail,uses,java
phpwiki,uses,php
winmostar,isA,Tool/Framework
hugin,isA,Tool/Framework
openhpi,uses,c++
guetzli,isA,Tool/Framework
vcpkg,isA,Tool/Framework
hipcrime,uses,java
orx,uses,c
supertux,uses,squirrel
blobby volley,isA,Tool/Framework
procedural programming,isA,Programming Concept
mysql archive,uses,c
ibm db2 family,uses,c
xfast,uses,c
prefuse,isA,Tool/Framework
winxp,isA,Tool/Framework
netdisco,uses,perl
ats,influences,functional programming
activex,uses,c++
ntop,uses,c
open babel,isA,Tool/Framework
apexkb,uses,javascript
gpsim,uses,c++
virtual cell,isA,Tool/Framework
bisque,uses,c++
keras,uses,python
xaos,uses,c
cartodb,isA,Tool/Framework
conky,uses,c++
playn,isA,Tool/Framework
lucid,influences,dataflow programming
pico,influences,procedural programming
gnats,uses,c
apama,uses,java
